1995,5,17,9,0,0,0,0
1995,5,17,10,0,0,0,0
1995,5,17,11,0,0,2,0
1995,5,17,12,0,0,1,0
1995,5,17,13,0,0,1,1
1995,5,17,14,0,0,2,0
1995,5,17,15,0,0,1,2
1995,5,17,16,0,0,1,0
1995,5,17,17,0,0,0,1
1995,5,17,18,0,0,1,0
1995,5,17,19,0,0,0,0
1995,5,17,20,0,0,0,0
1995,5,17,21,0,0,0,0
1995,5,17,22,0,0,0,0
1995,5,17,23,0,0,0,0
1995,5,17,24,0,0,0,0
