  X  Y  Depth
   92  102  -9999.000
   93  102  -9999.000
   94  102  -9999.000
   95  102  -9999.000
   96  102  -9999.000
   97  102  -9999.000
   98  102  -9999.000
   99  102  -9999.000
  100  102  -9999.000
  101  102  -9999.000
  102  102  -9999.000
  103  102  -9999.000
  104  102  -9999.000
  105  102  -9999.000
  106  102  -9999.000
  107  102  -9999.000
  108  102  -9999.000
  109  102  -9999.000
  110  102  -9999.000
  111  102  -9999.000
  112  102  -9999.000
  113  102  -9999.000
  114  102  -9999.000
  115  102  -9999.000
    1  101  -9999.000
    2  101  -9999.000
    3  101  -9999.000
    4  101  -9999.000
    5  101  -9999.000
    6  101  -9999.000
    7  101  -9999.000
    8  101  -9999.000
    9  101  -9999.000
   10  101  -9999.000
   11  101  -9999.000
   12  101  -9999.000
   13  101  -9999.000
   14  101  -9999.000
   15  101  -9999.000
   16  101  -9999.000
   17  101  -9999.000
   18  101  -9999.000
   19  101  -9999.000
   20  101  -9999.000
   21  101  -9999.000
   22  101  -9999.000
   23  101  -9999.000
   24  101  -9999.000
   25  101  -9999.000
   26  101  -9999.000
   27  101  -9999.000
   28  101  -9999.000
   29  101  -9999.000
   30  101  -9999.000
   31  101  -9999.000
   32  101  -9999.000
   33  101  -9999.000
   34  101  -9999.000
   35  101  -9999.000
   36  101  -9999.000
   37  101  -9999.000
   38  101  -9999.000
   39  101  -9999.000
   40  101  -9999.000
   41  101  -9999.000
   42  101  -9999.000
   43  101  -9999.000
   44  101  -9999.000
   45  101  -9999.000
   46  101  -9999.000
   47  101  -9999.000
   48  101  -9999.000
   49  101  -9999.000
   50  101  -9999.000
   51  101  -9999.000
   52  101  -9999.000
   53  101  -9999.000
   54  101  -9999.000
   55  101  -9999.000
   56  101  -9999.000
   57  101  -9999.000
   58  101  -9999.000
   59  101  -9999.000
   60  101  -9999.000
   61  101  -9999.000
   62  101  -9999.000
   63  101  -9999.000
   64  101  -9999.000
   65  101  -9999.000
   66  101  -9999.000
   67  101  -9999.000
   68  101  -9999.000
   69  101  -9999.000
   70  101  -9999.000
   71  101  -9999.000
   72  101  -9999.000
   73  101  -9999.000
   74  101  -9999.000
   75  101  -9999.000
   76  101  -9999.000
   77  101  -9999.000
   78  101  -9999.000
   79  101  -9999.000
   80  101  -9999.000
   81  101  -9999.000
   82  101  -9999.000
   83  101  -9999.000
   84  101  -9999.000
   85  101  -9999.000
   86  101  -9999.000
   87  101  -9999.000
   88  101  -9999.000
   89  101  -9999.000
   90  101  -9999.000
   91  101  -9999.000
   92  101  -9999.000
   93  101  -9999.000
   94  101  -9999.000
   95  101  -9999.000
   96  101  -9999.000
   97  101  -9999.000
   98  101  -9999.000
   99  101  -9999.000
  100  101  -9999.000
  101  101  -9999.000
  102  101  -9999.000
  103  101  -9999.000
  104  101  -9999.000
  105  101  -9999.000
  106  101  -9999.000
  107  101  -9999.000
  108  101  -9999.000
  109  101  -9999.000
  110  101  -9999.000
  111  101  -9999.000
  112  101  -9999.000
  113  101  -9999.000
  114  101  -9999.000
  115  101  -9999.000
    1  100  -9999.000
    2  100  -9999.000
    3  100  -9999.000
    4  100  -9999.000
    5  100  -9999.000
    6  100  -9999.000
    7  100  -9999.000
    8  100  -9999.000
    9  100  -9999.000
   10  100  -9999.000
   11  100  -9999.000
   12  100  -9999.000
   13  100  -9999.000
   14  100  -9999.000
   15  100  -9999.000
   16  100  -9999.000
   17  100  -9999.000
   18  100  -9999.000
   19  100  -9999.000
   20  100  -9999.000
   21  100  -9999.000
   22  100  -9999.000
   23  100  -9999.000
   24  100  -9999.000
   25  100  -9999.000
   26  100  -9999.000
   27  100  -9999.000
   28  100  -9999.000
   29  100  -9999.000
   30  100  -9999.000
   31  100  -9999.000
   32  100  -9999.000
   33  100  -9999.000
   34  100  -9999.000
   35  100  -9999.000
   36  100  -9999.000
   37  100  -9999.000
   38  100  -9999.000
   39  100  -9999.000
   40  100  -9999.000
   41  100  -9999.000
   42  100  -9999.000
   43  100  -9999.000
   44  100  -9999.000
   45  100  -9999.000
   46  100  -9999.000
   47  100  -9999.000
   48  100  -9999.000
   49  100  -9999.000
   50  100  -9999.000
   51  100  -9999.000
   52  100  -9999.000
   53  100  -9999.000
   54  100  -9999.000
   55  100  -9999.000
   56  100  -9999.000
   57  100  -9999.000
   58  100  -9999.000
   59  100  -9999.000
   60  100  -9999.000
   61  100  -9999.000
   62  100  -9999.000
   63  100  -9999.000
   64  100  -9999.000
   65  100  -9999.000
   66  100  -9999.000
   67  100  -9999.000
   68  100  -9999.000
   69  100  -9999.000
   70  100  -9999.000
   71  100  -9999.000
   72  100  -9999.000
   73  100  -9999.000
   74  100  -9999.000
   75  100  -9999.000
   76  100  -9999.000
   77  100  -9999.000
   78  100  -9999.000
   79  100  -9999.000
   80  100  -9999.000
   81  100  -9999.000
   82  100  -9999.000
   83  100  -9999.000
   84  100  -9999.000
   85  100  -9999.000
   86  100  -9999.000
   87  100  -9999.000
   88  100  -9999.000
   89  100  -9999.000
   90  100  -9999.000
   91  100  -9999.000
   92  100  -9999.000
   93  100  -9999.000
   94  100  -9999.000
   95  100  -9999.000
   96  100  -9999.000
   97  100  -9999.000
   98  100  -9999.000
   99  100  -9999.000
  100  100  -9999.000
  101  100  -9999.000
  102  100  -9999.000
  103  100  -9999.000
  104  100  -9999.000
  105  100  -9999.000
  106  100  -9999.000
  107  100  -9999.000
  108  100  -9999.000
  109  100  -9999.000
  110  100  -9999.000
  111  100  -9999.000
  112  100  -9999.000
  113  100  -9999.000
  114  100  -9999.000
  115  100  -9999.000
    1   99  -9999.000
    2   99  -9999.000
    3   99  -9999.000
    4   99  -9999.000
    5   99  -9999.000
    6   99  -9999.000
    7   99  -9999.000
    8   99  -9999.000
    9   99  -9999.000
   10   99  -9999.000
   11   99  -9999.000
   12   99  -9999.000
   13   99  -9999.000
   14   99  -9999.000
   15   99  -9999.000
   16   99  -9999.000
   17   99  -9999.000
   18   99  -9999.000
   19   99  -9999.000
   20   99  -9999.000
   21   99  -9999.000
   22   99  -9999.000
   23   99  -9999.000
   24   99  -9999.000
   25   99  -9999.000
   26   99  -9999.000
   27   99  -9999.000
   28   99  -9999.000
   29   99  -9999.000
   30   99  -9999.000
   31   99  -9999.000
   32   99  -9999.000
   33   99  -9999.000
   34   99  -9999.000
   35   99  -9999.000
   36   99  -9999.000
   37   99  -9999.000
   38   99  -9999.000
   39   99  -9999.000
   40   99  -9999.000
   41   99  -9999.000
   42   99  -9999.000
   43   99  -9999.000
   44   99  -9999.000
   45   99  -9999.000
   46   99  -9999.000
   47   99  -9999.000
   48   99  -9999.000
   49   99  -9999.000
   50   99  -9999.000
   51   99  -9999.000
   52   99  -9999.000
   53   99  -9999.000
   54   99  -9999.000
   55   99  -9999.000
   56   99  -9999.000
   57   99  -9999.000
   58   99  -9999.000
   59   99  -9999.000
   60   99  -9999.000
   61   99  -9999.000
   62   99  -9999.000
   63   99  -9999.000
   64   99  -9999.000
   65   99  -9999.000
   66   99  -9999.000
   67   99  -9999.000
   68   99  -9999.000
   69   99  -9999.000
   70   99  -9999.000
   71   99  -9999.000
   72   99  -9999.000
   73   99  -9999.000
   74   99  -9999.000
   75   99  -9999.000
   76   99  -9999.000
   77   99  -9999.000
   78   99  -9999.000
   79   99  -9999.000
   80   99  -9999.000
   81   99  -9999.000
   82   99  -9999.000
   83   99  -9999.000
   84   99  -9999.000
   85   99  -9999.000
   86   99  -9999.000
   87   99  -9999.000
   88   99  -9999.000
   89   99  -9999.000
   90   99  -9999.000
   91   99  -9999.000
   92   99  -9999.000
   93   99  -9999.000
   94   99  -9999.000
   95   99  -9999.000
   96   99  -9999.000
   97   99  -9999.000
   98   99  -9999.000
   99   99  -9999.000
  100   99  -9999.000
  101   99  -9999.000
  102   99  -9999.000
  103   99  -9999.000
  104   99  -9999.000
  105   99  -9999.000
  106   99  -9999.000
  107   99  -9999.000
  108   99  -9999.000
  109   99  -9999.000
  110   99  -9999.000
  111   99  -9999.000
  112   99  -9999.000
  113   99  -9999.000
  114   99  -9999.000
  115   99  -9999.000
    1   98  -9999.000
    2   98  -9999.000
    3   98  -9999.000
    4   98  -9999.000
    5   98  -9999.000
    6   98  -9999.000
    7   98  -9999.000
    8   98  -9999.000
    9   98  -9999.000
   10   98  -9999.000
   11   98  -9999.000
   12   98  -9999.000
   13   98  -9999.000
   14   98  -9999.000
   15   98  -9999.000
   16   98  -9999.000
   17   98  -9999.000
   18   98  -9999.000
   19   98  -9999.000
   20   98  -9999.000
   21   98  -9999.000
   22   98  -9999.000
   23   98  -9999.000
   24   98  -9999.000
   25   98  -9999.000
   26   98  -9999.000
   27   98  -9999.000
   28   98  -9999.000
   29   98  -9999.000
   30   98  -9999.000
   31   98  -9999.000
   32   98  -9999.000
   33   98  -9999.000
   34   98  -9999.000
   35   98  -9999.000
   36   98  -9999.000
   37   98  -9999.000
   38   98  -9999.000
   39   98  -9999.000
   40   98  -9999.000
   41   98  -9999.000
   42   98  -9999.000
   43   98  -9999.000
   44   98  -9999.000
   45   98  -9999.000
   46   98  -9999.000
   47   98  -9999.000
   48   98  -9999.000
   49   98  -9999.000
   50   98  -9999.000
   51   98  -9999.000
   52   98  -9999.000
   53   98  -9999.000
   54   98  -9999.000
   55   98  -9999.000
   56   98  -9999.000
   57   98  -9999.000
   58   98  -9999.000
   59   98  -9999.000
   60   98  -9999.000
   61   98  -9999.000
   62   98  -9999.000
   63   98  -9999.000
   64   98  -9999.000
   65   98  -9999.000
   66   98  -9999.000
   67   98  -9999.000
   68   98  -9999.000
   69   98  -9999.000
   70   98  -9999.000
   71   98  -9999.000
   72   98  -9999.000
   73   98  -9999.000
   74   98  -9999.000
   75   98  -9999.000
   76   98  -9999.000
   77   98  -9999.000
   78   98  -9999.000
   79   98  -9999.000
   80   98  -9999.000
   81   98  -9999.000
   82   98  -9999.000
   83   98  -9999.000
   84   98  -9999.000
   85   98  -9999.000
   86   98  -9999.000
   87   98  -9999.000
   88   98  -9999.000
   89   98  -9999.000
   90   98  -9999.000
   91   98  -9999.000
   92   98  -9999.000
   93   98  -9999.000
   94   98  -9999.000
   95   98  -9999.000
   96   98  -9999.000
   97   98  -9999.000
   98   98  -9999.000
   99   98  -9999.000
  100   98  -9999.000
  101   98  -9999.000
  102   98  -9999.000
  103   98  -9999.000
  104   98  -9999.000
  105   98  -9999.000
  106   98  -9999.000
  107   98  -9999.000
  108   98  -9999.000
  109   98  -9999.000
  110   98  -9999.000
  111   98  -9999.000
  112   98  -9999.000
  113   98  -9999.000
  114   98  -9999.000
  115   98  -9999.000
    1   97  -9999.000
    2   97  -9999.000
    3   97  -9999.000
    4   97  -9999.000
    5   97  -9999.000
    6   97  -9999.000
    7   97  -9999.000
    8   97  -9999.000
    9   97  -9999.000
   10   97  -9999.000
   11   97  -9999.000
   12   97  -9999.000
   13   97  -9999.000
   14   97  -9999.000
   15   97  -9999.000
   16   97  -9999.000
   17   97  -9999.000
   18   97  -9999.000
   19   97  -9999.000
   20   97  -9999.000
   21   97  -9999.000
   22   97  -9999.000
   23   97  -9999.000
   24   97  -9999.000
   25   97  -9999.000
   26   97  -9999.000
   27   97  -9999.000
   28   97  -9999.000
   29   97  -9999.000
   30   97  -9999.000
   31   97  -9999.000
   32   97  -9999.000
   33   97  -9999.000
   34   97  -9999.000
   35   97  -9999.000
   36   97  -9999.000
   37   97  -9999.000
   38   97  -9999.000
   39   97  -9999.000
   40   97  -9999.000
   41   97  -9999.000
   42   97  -9999.000
   43   97  -9999.000
   44   97  -9999.000
   45   97  -9999.000
   46   97  -9999.000
   47   97  -9999.000
   48   97  -9999.000
   49   97  -9999.000
   50   97  -9999.000
   51   97  -9999.000
   52   97  -9999.000
   53   97  -9999.000
   54   97  -9999.000
   55   97  -9999.000
   56   97  -9999.000
   57   97  -9999.000
   58   97  -9999.000
   59   97  -9999.000
   60   97  -9999.000
   61   97  -9999.000
   62   97  -9999.000
   63   97  -9999.000
   64   97  -9999.000
   65   97  -9999.000
   66   97  -9999.000
   67   97  -9999.000
   68   97  -9999.000
   69   97  -9999.000
   70   97  -9999.000
   71   97  -9999.000
   72   97  -9999.000
   73   97  -9999.000
   74   97  -9999.000
   75   97  -9999.000
   76   97  -9999.000
   77   97  -9999.000
   78   97  -9999.000
   79   97  -9999.000
   80   97  -9999.000
   81   97  -9999.000
   82   97  -9999.000
   83   97  -9999.000
   84   97  -9999.000
   85   97  -9999.000
   86   97  -9999.000
   87   97  -9999.000
   88   97  -9999.000
   89   97  -9999.000
   90   97  -9999.000
   91   97  -9999.000
   92   97  -9999.000
   93   97  -9999.000
   94   97  -9999.000
   95   97  -9999.000
   96   97  -9999.000
   97   97  -9999.000
   98   97  -9999.000
   99   97  -9999.000
  100   97  -9999.000
  101   97  -9999.000
  102   97  -9999.000
  103   97  -9999.000
  104   97  -9999.000
  105   97  -9999.000
  106   97  -9999.000
  107   97  -9999.000
  108   97  -9999.000
  109   97  -9999.000
  110   97  -9999.000
  111   97  -9999.000
  112   97  -9999.000
  113   97  -9999.000
  114   97  -9999.000
  115   97  -9999.000
    1   96  -9999.000
    2   96  -9999.000
    3   96  -9999.000
    4   96  -9999.000
    5   96  -9999.000
    6   96  -9999.000
    7   96  -9999.000
    8   96  -9999.000
    9   96  -9999.000
   10   96  -9999.000
   11   96  -9999.000
   12   96  -9999.000
   13   96  -9999.000
   14   96  -9999.000
   15   96  -9999.000
   16   96  -9999.000
   17   96  -9999.000
   18   96  -9999.000
   19   96     14.000
   20   96  -9999.000
   21   96  -9999.000
   22   96  -9999.000
   23   96     19.000
   24   96  -9999.000
   25   96  -9999.000
   26   96  -9999.000
   27   96     12.000
   28   96  -9999.000
   29   96  -9999.000
   30   96     20.000
   31   96  -9999.000
   32   96  -9999.000
   33   96  -9999.000
   34   96  -9999.000
   35   96  -9999.000
   36   96  -9999.000
   37   96  -9999.000
   38   96  -9999.000
   39   96  -9999.000
   40   96  -9999.000
   41   96  -9999.000
   42   96  -9999.000
   43   96  -9999.000
   44   96  -9999.000
   45   96  -9999.000
   46   96  -9999.000
   47   96  -9999.000
   48   96  -9999.000
   49   96  -9999.000
   50   96  -9999.000
   51   96  -9999.000
   52   96  -9999.000
   53   96  -9999.000
   54   96  -9999.000
   55   96  -9999.000
   56   96  -9999.000
   57   96  -9999.000
   58   96  -9999.000
   59   96  -9999.000
   60   96  -9999.000
   61   96  -9999.000
   62   96  -9999.000
   63   96  -9999.000
   64   96  -9999.000
   65   96  -9999.000
   66   96    220.000
   67   96    217.000
   68   96  -9999.000
   69   96  -9999.000
   70   96     44.000
   71   96     40.000
   72   96     32.000
   73   96     25.000
   74   96     16.000
   75   96     15.000
   76   96  -9999.000
   77   96  -9999.000
   78   96  -9999.000
   79   96  -9999.000
   80   96  -9999.000
   81   96  -9999.000
   82   96  -9999.000
   83   96  -9999.000
   84   96  -9999.000
   85   96  -9999.000
   86   96  -9999.000
   87   96  -9999.000
   88   96  -9999.000
   89   96  -9999.000
   90   96  -9999.000
   91   96  -9999.000
   92   96  -9999.000
   93   96  -9999.000
   94   96  -9999.000
   95   96  -9999.000
   96   96  -9999.000
   97   96  -9999.000
   98   96  -9999.000
   99   96  -9999.000
  100   96  -9999.000
  101   96  -9999.000
  102   96  -9999.000
  103   96  -9999.000
  104   96  -9999.000
  105   96  -9999.000
  106   96  -9999.000
  107   96  -9999.000
  108   96  -9999.000
  109   96  -9999.000
  110   96  -9999.000
  111   96  -9999.000
  112   96  -9999.000
  113   96  -9999.000
  114   96  -9999.000
  115   96  -9999.000
    1   95  -9999.000
    2   95  -9999.000
    3   95  -9999.000
    4   95  -9999.000
    5   95  -9999.000
    6   95  -9999.000
    7   95  -9999.000
    8   95  -9999.000
    9   95  -9999.000
   10   95  -9999.000
   11   95  -9999.000
   12   95  -9999.000
   13   95  -9999.000
   14   95  -9999.000
   15   95  -9999.000
   16   95  -9999.000
   17   95  -9999.000
   18   95  -9999.000
   19   95     17.000
   20   95  -9999.000
   21   95  -9999.000
   22   95     25.000
   23   95  -9999.000
   24   95  -9999.000
   25   95  -9999.000
   26   95  -9999.000
   27   95     15.000
   28   95  -9999.000
   29   95  -9999.000
   30   95     23.000
   31   95  -9999.000
   32   95  -9999.000
   33   95  -9999.000
   34   95  -9999.000
   35   95     12.000
   36   95  -9999.000
   37   95  -9999.000
   38   95  -9999.000
   39   95  -9999.000
   40   95  -9999.000
   41   95  -9999.000
   42   95  -9999.000
   43   95  -9999.000
   44   95  -9999.000
   45   95  -9999.000
   46   95  -9999.000
   47   95  -9999.000
   48   95  -9999.000
   49   95  -9999.000
   50   95  -9999.000
   51   95  -9999.000
   52   95  -9999.000
   53   95  -9999.000
   54   95  -9999.000
   55   95  -9999.000
   56   95  -9999.000
   57   95  -9999.000
   58   95  -9999.000
   59   95  -9999.000
   60   95  -9999.000
   61   95  -9999.000
   62   95  -9999.000
   63   95  -9999.000
   64   95  -9999.000
   65   95    224.000
   66   95  -9999.000
   67   95  -9999.000
   68   95    210.000
   69   95    206.000
   70   95  -9999.000
   71   95  -9999.000
   72   95  -9999.000
   73   95  -9999.000
   74   95  -9999.000
   75   95  -9999.000
   76   95  -9999.000
   77   95  -9999.000
   78   95  -9999.000
   79   95  -9999.000
   80   95  -9999.000
   81   95  -9999.000
   82   95  -9999.000
   83   95  -9999.000
   84   95  -9999.000
   85   95  -9999.000
   86   95  -9999.000
   87   95  -9999.000
   88   95  -9999.000
   89   95  -9999.000
   90   95  -9999.000
   91   95  -9999.000
   92   95  -9999.000
   93   95  -9999.000
   94   95  -9999.000
   95   95  -9999.000
   96   95  -9999.000
   97   95  -9999.000
   98   95  -9999.000
   99   95  -9999.000
  100   95  -9999.000
  101   95  -9999.000
  102   95  -9999.000
  103   95  -9999.000
  104   95  -9999.000
  105   95  -9999.000
  106   95  -9999.000
  107   95  -9999.000
  108   95  -9999.000
  109   95  -9999.000
  110   95  -9999.000
  111   95  -9999.000
  112   95  -9999.000
  113   95  -9999.000
  114   95  -9999.000
  115   95  -9999.000
    1   94  -9999.000
    2   94  -9999.000
    3   94  -9999.000
    4   94  -9999.000
    5   94  -9999.000
    6   94  -9999.000
    7   94  -9999.000
    8   94  -9999.000
    9   94  -9999.000
   10   94  -9999.000
   11   94  -9999.000
   12   94  -9999.000
   13   94  -9999.000
   14   94  -9999.000
   15   94  -9999.000
   16   94  -9999.000
   17   94  -9999.000
   18   94      1.000
   19   94     18.000
   20   94     33.000
   21   94     32.000
   22   94  -9999.000
   23   94  -9999.000
   24   94  -9999.000
   25   94  -9999.000
   26   94  -9999.000
   27   94     18.000
   28   94  -9999.000
   29   94  -9999.000
   30   94     26.000
   31   94  -9999.000
   32   94  -9999.000
   33   94  -9999.000
   34   94     16.000
   35   94  -9999.000
   36   94  -9999.000
   37   94  -9999.000
   38   94  -9999.000
   39   94  -9999.000
   40   94  -9999.000
   41   94  -9999.000
   42   94  -9999.000
   43   94  -9999.000
   44   94  -9999.000
   45   94  -9999.000
   46   94  -9999.000
   47   94  -9999.000
   48   94  -9999.000
   49   94  -9999.000
   50   94  -9999.000
   51   94  -9999.000
   52   94  -9999.000
   53   94  -9999.000
   54   94  -9999.000
   55   94  -9999.000
   56   94  -9999.000
   57   94  -9999.000
   58   94  -9999.000
   59   94  -9999.000
   60   94  -9999.000
   61   94     16.000
   62   94  -9999.000
   63   94  -9999.000
   64   94      1.000
   65   94    227.000
   66   94      1.000
   67   94      2.000
   68   94  -9999.000
   69   94  -9999.000
   70   94    157.000
   71   94      3.000
   72   94      2.000
   73   94  -9999.000
   74   94  -9999.000
   75   94  -9999.000
   76   94  -9999.000
   77   94  -9999.000
   78   94  -9999.000
   79   94  -9999.000
   80   94  -9999.000
   81   94  -9999.000
   82   94  -9999.000
   83   94  -9999.000
   84   94  -9999.000
   85   94  -9999.000
   86   94     21.000
   87   94  -9999.000
   88   94  -9999.000
   89   94  -9999.000
   90   94  -9999.000
   91   94  -9999.000
   92   94  -9999.000
   93   94  -9999.000
   94   94  -9999.000
   95   94  -9999.000
   96   94  -9999.000
   97   94  -9999.000
   98   94  -9999.000
   99   94     11.000
  100   94  -9999.000
  101   94  -9999.000
  102   94  -9999.000
  103   94  -9999.000
  104   94  -9999.000
  105   94  -9999.000
  106   94  -9999.000
  107   94  -9999.000
  108   94  -9999.000
  109   94  -9999.000
  110   94  -9999.000
  111   94  -9999.000
  112   94  -9999.000
  113   94  -9999.000
  114   94  -9999.000
  115   94  -9999.000
    1   93  -9999.000
    2   93  -9999.000
    3   93  -9999.000
    4   93  -9999.000
    5   93  -9999.000
    6   93  -9999.000
    7   93  -9999.000
    8   93  -9999.000
    9   93  -9999.000
   10   93  -9999.000
   11   93  -9999.000
