          20           6
          20           7


          22           6
          22           7


          24           6
          24           7


          30           6
          30           7


          19           7
          19           8


          20           7
          19           8


          22           7
          22           8


          24           7
          24           8


          27           7
          27           8


          30           7
          30           8


          70           7
          70           8


          71           7
          71           8


          72           7
          71           8


          74           7
          73           8


          19           8
          19           9


          22           8
          23           9


          24           8
          23           9


          27           8
          27           9


          28           8
          27           9


          30           8
          30           9


          32           8
          31           9


          36           8
          35           9


          62           8
          63           9


          69           8
          68           9


          70           8
          70           9


          71           8
          71           9


          73           8
          72           9


          74           8
          73           9


          76           8
          75           9


          78           8
          77           9


          79           8
          78           8


          17           9
          17          10


          19           9
          19          10


          23           9
          22          10


          24           9
          23           9


          27           9
          27          10


          30           9
          30          10


          31           9
          30           9


          32           9
          31           9


          35           9
          35          10


          36           9
          35           9


          60           9
          61          10


          63           9
          62          10


          66           9
          65          10


          67           9
          66           9


          68           9
          67           9


          70           9
          69          10


          71           9
          70           9


          72           9
          71           9


          73           9
          72           9


          74           9
          73           9


          75           9
          74           9


          76           9
          75           9


          77           9
          76           9


          78           9
          77           9


          79           9
          78           9


          86           9
          86          10


          87           9
          87          10


          88           9
          87          10


          89           9
          88          10


          93           9
          94          10


          94           9
          94          10


          96           9
          96          10


          98           9
          99          10


          99           9
          99          10


         102           9
         102          10


          17          10
          17          11


          19          10
          19          11


          21          10
          21          11


          22          10
          21          11


          23          10
          22          10


          27          10
          27          11


          30          10
          30          11


          35          10
          34          11


          36          10
          35          10


          58          10
          59          11


          59          10
          59          11


          61          10
          61          11


          62          10
          61          11


          65          10
          65          11


          68          10
          67           9


          69          10
          68          10


          74          10
          73           9


          75          10
          74          10


          77          10
          76           9


          81          10
          80          11


          82          10
          81          11


          86          10
          86          11


          87          10
          86          11


          88          10
          87          10


          91          10
          91          11


          92          10
          92          11


          94          10
          94          11


          96          10
          97          11


          97          10
          97          11


          99          10
          99          11


         102          10
         103          11


          12          11
          11          12


          15          11
          16          12


          16          11
          16          12


          17          11
          17          12


          19          11
          18          12


          20          11
          19          12


          21          11
          20          11


          22          11
          21          11


          26          11
          27          11


          27          11
          27          12


          30          11
          29          12


          33          11
          34          12


          34          11
          34          12


          38          11
          37          12


          59          11
          59          12


          61          11
          60          12


          65          11
          65          12


          67          11
          68          10


          69          11
          69          10


          70          11
          69          10


          71          11
          70          11


          72          11
          71          11


          79          11
          79          12


          80          11
          80          12


          81          11
          81          12


          83          11
          82          12


          85          11
          84          12


          86          11
          85          12


          87          11
          86          11


          88          11
          87          11


          91          11
          92          12


          92          11
          92          12


          94          11
          94          12


          97          11
          97          12


          99          11
          99          12


         102          11
         102          12


         103          11
         102          12


          11          12
          10          13


          12          12
          11          13


          15          12
          15          13


          16          12
          16          13


          17          12
          16          13


          18          12
          17          13


          19          12
          18          12


          20          12
          19          12


          27          12
          27          13


          29          12
          29          13


          34          12
          33          13


          37          12
          37          13


          38          12
          37          13


          52          12
          53          12


          53          12
          54          13


          54          12
          54          13


          55          12
          54          13


          58          12
          59          12


          59          12
          59          13


          60          12
          59          13


          61          12
          60          12


          64          12
          64          13


          65          12
          64          13


          66          12
          65          12


          71          12
          70          11


          72          12
          71          12


          75          12
          74          13


          77          12
          77          13


          78          12
          78          13


          79          12
          79          13


          80          12
          80          13


          81          12
          81          13


          82          12
          81          13


          84          12
          84          13


          85          12
          84          13


          91          12
          92          12


          92          12
          93          13


          94          12
          95          13


          95          12
          95          13


          97          12
          97          13


          99          12
         100          13


         101          12
         101          13


         102          12
         101          13


          10          13
           9          14


          11          13
          10          13


          12          13
          11          13


          15          13
          15          14


          16          13
          15          14


          17          13
          16          13


          25          13
          26          14


          26          13
          26          14


          27          13
          28          14


          29          13
          28          14


          33          13
          32          14


          36          13
          36          14


          37          13
          37          14


          40          13
          40          14


          41          13
          41          14


          43          13
          42          14


          46          13
          46          14


          52          13
          53          12


          54          13
          55          14


          58          13
          58          14


          59          13
          58          14


          60          13
          59          14


          64          13
          64          14


          65          13
          64          14


          66          13
          65          13


          70          13
          70          14


          73          13
          72          12


          74          13
          73          13


          76          13
          76          14


          77          13
          77          14


          78          13
          77          14


          79          13
          78          14


          80          13
          79          14


          81          13
          80          13


          82          13
          81          13


          84          13
          83          14


          86          13
          85          14


          87          13
          86          13


          91          13
          92          14


          93          13
          93          14


          95          13
          95          14


          97          13
          98          14


         100          13
         100          14


         101          13
         100          14


           9          14
           9          15


          10          14
           9          15


          15          14
          15          15


          16          14
          15          14


          17          14
          16          14


          18          14
          17          14


          23          14
          23          15


          26          14
          27          15


          28          14
          27          15


          32          14
          31          15


          36          14
          36          15


          37          14
          36          15


          40          14
          40          15


          41          14
          41          15


          42          14
          41          15


          43          14
          42          14


          46          14
          46          15


          50          14
          50          15


          54          14
          55          14


          55          14
          56          14


          56          14
          57          14


          57          14
          58          14


          58          14
          59          15


          59          14
          58          14


          63          14
          63          15


          64          14
          63          15


          67          14
          67          15


          70          14
          69          15


          74          14
          73          13


          75          14
          74          14


          76          14
          75          14


          77          14
          76          14


          78          14
          77          14


          79          14
          78          14


          82          14
          81          13


          83          14
          82          14


          84          14
          83          14


          85          14
          84          14


          88          14
          88          15


          91          14
          92          14


          92          14
          93          14


          93          14
          94          15


          95          14
          95          15


          98          14
          99          15


         100          14
          99          15


           8          15
           8          16


           9          15
           8          16


          12          15
          11          16


          15          15
          15          16


          20          15
          19          16


          23          15
          23          16


          27          15
          26          16


          31          15
          31          16


          36          15
          36          16


          40          15
          40          16


          41          15
          40          15


          42          15
          41          15


          46          15
          46          16


          47          15
          46          16


          50          15
          50          16


          55          15
          56          14


          59          15
          59          16


          60          15
          59          16


          63          15
          63          16


          64          15
          63          16


          67          15
          67          16


          68          15
          67          16


          69          15
          68          15


          70          15
          69          15


          71          15
          70          15


          72          15
          71          15


          73          15
          72          15


          77          15
          77          14


          79          15
          79          14


          81          15
          82          14


          82          15
          82          14


          85          15
          84          14


          86          15
          85          15


          87          15
          86          15


          88          15
          87          15


          89          15
          88          15


          94          15
          95          15


          95          15
          96          16


          96          15
          96          16


          97          15
          98          16


          99          15
          98          16


           6          16
           6          17


           8          16
           8          17


          11          16
          11          17


          15          16
          15          17


          19          16
          19          17


          23          16
          22          17


          26          16
          26          17


          27          16
          26          16


          31          16
          31          17


          34          16
          34          17


          36          16
          36          17


          37          16
          36          16


          40          16
          40          17


          41          16
          40          17


          42          16
          41          16


          45          16
          45          17


          46          16
          45          17


          49          16
          49          17


          50          16
          49          17


          52          16
          52          17


          58          16
          59          17


          59          16
          59          17


          62          16
          62          17


          63          16
          63          17


          64          16
          63          17


          66          16
          66          17


          67          16
          66          17


          69          16
          69          15


          72          16
          72          15


          74          16
          73          15


          75          16
          74          16


          76          16
          75          16


          78          16
          77          15


          82          16
          82          15


          85          16
          85          15


          87          16
          86          15


          92          16
          93          16


          93          16
          94          16


          94          16
          95          16


          95          16
          96          16


          96          16
          97          17


          98          16
          98          17


         102          16
         101          17


           6          17
           6          18


           8          17
           8          18


          11          17
          11          18


          14          17
          14          18


          15          17
          15          18


          16          17
          15          17


          19          17
          18          18


          22          17
          22          18


          23          17
          22          17


          26          17
          25          18


          30          17
          31          17


          31          17
          31          18


          32          17
          31          17


          34          17
          35          18


          36          17
          35          18


          40          17
          39          18


          45          17
          45          18


          46          17
          45          17


          49          17
          49          18


          52          17
          51          18


          54          17
          54          18


          56          17
          56          18


          58          17
          59          17


          59          17
          60          18


          62          17
          62          18


          63          17
          63          18


          66          17
          65          18


          68          17
          67          16


          70          17
          69          16


          74          17
          74          16


          75          17
          75          16


          76          17
          75          16


          77          17
          76          16


          79          17
          78          16


          80          17
          79          17


          83          17
          82          16


          85          17
          85          16


          87          17
          87          16


          88          17
          87          16


          96          17
          97          17


          97          17
          98          18


          98          17
          98          18


         101          17
         100          18


         102          17
         101          17


         103          17
         102          17


           6          18
           6          19


           8          18
           7          19


          11          18
          11          19


          14          18
          14          19


          15          18
          14          19


          16          18
          15          18


          18          18
          18          19


          19          18
          18          19


          22          18
          22          19


          25          18
          25          19


          26          18
          25          19


          28          18
          28          19


          29          18
          28          19


          31          18
          31          19


          35          18
          34          19


          39          18
          39          19


          40          18
          39          18


          44          18
          44          19


          45          18
          44          19


          49          18
          50          19


          51          18
          51          19


          54          18
          53          19


          56          18
          55          19


          60          18
          61          19


          61          18
          61          19


          62          18
          62          19


          63          18
          62          19


          65          18
          64          19


          67          18
          66          17


          68          18
          67          18


          75          18
          75          17


          77          18
          76          17


          79          18
          79          17


          80          18
          79          17


          82          18
          83          17


          83          18
          83          17


          84          18
          83          17


          90          18
          91          19


          94          18
          95          18


          95          18
          96          18


          96          18
          97          19


          98          18
          98          19


         100          18
          99          19


         102          18
         101          17


         103          18
         102          18


         104          18
         103          18


           6          19
           6          20


           7          19
           7          20


          10          19
          10          20


          11          19
          11          20


          12          19
          12          20


          14          19
          15          20


          17          19
          17          20


          18          19
          18          20


          20          19
          20          20


          22          19
          22          20


          25          19
          25          20


          28          19
          27          20


          31          19
          30          20


          33          19
          33          20


          34          19
          33          20


          38          19
          38          20


          39          19
          38          20


          42          19
          43          20


          44          19
          43          20


          48          19
          49          19


          49          19
          50          19


          50          19
          51          20


          51          19
          51          20


          53          19
          52          20


          55          19
          54          20


          58          19
          58          20


          61          19
          61          20


          62          19
          62          20


          64          19
          63          20


          65          19
          64          20


          66          19
          65          19


          67          19
          66          19


          68          19
          67          19


          69          19
          68          19


          70          19
          69          19


          71          19
          70          19


          72          19
          71          19


          73          19
          72          19


          78          19
          77          18


          80          19
          79          18


          81          19
          80          18


          90          19
          91          20


          91          19
          92          20


          92          19
          92          20


          96          19
          97          19


          97          19
          97          20


          98          19
          97          20


          99          19
          98          19


         101          19
         100          20


           6          20
           5          21


           7          20
           6          21


           9          20
           9          21


          10          20
          10          21


          11          20
          10          21


          12          20
          12          21


          15          20
          14          21


          16          20
          16          21


          17          20
          17          21


          18          20
          18          21


          20          20
          20          21


          22          20
          22          21


          25          20
          25          21


          27          20
          27          21


          30          20
          30          21


          31          20
          30          21


          33          20
          33          21


          38          20
          37          21


          42          20
          42          21


          43          20
          42          21


          50          20
          51          21


          51          20
          51          21


          52          20
          51          21


          54          20
          54          21


          58          20
          58          21


          61          20
          61          21


          62          20
          61          21


          63          20
          62          21


          64          20
          63          21


          66          20
          65          19


          67          20
          66          20


          69          20
          68          19


          87          20
          86          21


          88          20
          89          21


          91          20
          92          20


          92          20
          93          21


          93          20
          93          21


          95          20
          96          20


          96          20
          97          20


          97          20
          97          21


          99          20
          98          21


         100          20
          99          20


         101          20
         100          20


         104          20
         103          21


         106          20
         107          21


         108          20
         108          21


           5          21
           5          22


           6          21
           6          22


           9          21
           9          22


          10          21
          10          22


          12          21
          12          22


          14          21
          14          22


          16          21
          16          22


          17          21
          17          22


          18          21
          18          22


          19          21
          19          22


          20          21
          19          22


          22          21
          22          22


          25          21
          24          22


          27          21
          26          22


          30          21
          29          22


          33          21
          34          22


          36          21
          35          22


          37          21
          38          22


          42          21
          41          22


          46          21
          45          22


          51          21
          51          22


          54          21
          55          22


          57          21
          57          22


          58          21
          58          22


          60          21
          60          22


          61          21
          60          22


          62          21
          61          22


          63          21
          62          22


          67          21
